WORD_CONTEXT_CUTOFF	0	0	16	16	28
WORD_CONTEXT_CUTOFF	0	1	16	16	25
WORD_CONTEXT_CUTOFF	0	2	0	0	2147483647
WORD_CONTEXT_CUTOFF	1	0	16	16	28
WORD_CONTEXT_CUTOFF	1	1	16	16	25
WORD_CONTEXT_CUTOFF	1	2	0	0	2147483647
WORD_CONTEXT_CUTOFF	2	0	16	16	28
WORD_CONTEXT_CUTOFF	2	1	16	16	25
WORD_CONTEXT_CUTOFF	2	2	0	0	2147483647
WORD_CONTEXT_CUTOFF	3	0	16	16	28
WORD_CONTEXT_CUTOFF	3	1	16	16	25
WORD_CONTEXT_CUTOFF	3	2	0	0	2147483647
WORD_CONTEXT_CUTOFF	4	0	16	16	28
WORD_CONTEXT_CUTOFF	4	1	16	16	25
WORD_CONTEXT_CUTOFF	4	2	0	0	2147483647
WORD_CONTEXT_CUTOFF	5	0	16	16	28
WORD_CONTEXT_CUTOFF	5	1	16	16	25
WORD_CONTEXT_CUTOFF	5	2	0	0	2147483647
WORD_CONTEXT_CUTOFF	6	0	16	16	28
WORD_CONTEXT_CUTOFF	6	1	16	16	25
WORD_CONTEXT_CUTOFF	6	2	0	0	2147483647
WORD_CONTEXT_CUTOFF	7	0	16	16	28
WORD_CONTEXT_CUTOFF	7	1	16	16	25
WORD_CONTEXT_CUTOFF	7	2	0	0	2147483647
WORD_CONTEXT_CUTOFF	8	0	16	16	28
WORD_CONTEXT_CUTOFF	8	1	16	16	25
WORD_CONTEXT_CUTOFF	8	2	0	0	2147483647
WORD_CONTEXT_CUTOFF	9	0	16	16	28
WORD_CONTEXT_CUTOFF	9	1	16	16	25
WORD_CONTEXT_CUTOFF	9	2	0	0	2147483647
WORD_CONTEXT_CUTOFF	10	0	16	16	28
WORD_CONTEXT_CUTOFF	10	1	16	16	25
WORD_CONTEXT_CUTOFF	10	2	0	0	2147483647
WORD_CONTEXT_CUTOFF	11	0	16	16	28
WORD_CONTEXT_CUTOFF	11	1	16	16	25
WORD_CONTEXT_CUTOFF	11	2	0	0	2147483647
